|학년|학기|교과이론|교과이론명|SCORE||"학습완료
실패0 완료1"|"정답(-1)
실수 (1) , 공란(0)"
|||||맞음|틀림||
STEP1|9|1|692|(a+-b)^2=a^2+-2ab+b^2|2|2|1|0
|9|1|700|곱셈공식 변형|7|7||0
||||||||-1
||||||||1
||||||||0
STEP2|9|1|692|(a+-b)^2=a^2+-2ab+b^2|2|2|1|0
|9|1|700|곱셈공식 변형|7|7||-1
||||||||1
||||||||0
||||||||0
STEP3|9|1|692|(a+-b)^2=a^2+-2ab+b^2|2|2|1|0
|9|1|700|곱셈공식 변형|7|7||0
||||||||-1
||||||||1
||||||||0
||||||||
