|학년|학기|교과이론|교과이론명|SCORE||"학습완료
실패0 완료1"|"정답(-1)
실수 (1) , 공란(0)"
|||||맞음|틀림||
STEP1|8|1|432|일차함수 x절편, y절편 - 식|3|3|1|0
||||||||0
||||||||-1
||||||||1
||||||||0
STEP2|8|1|429|일차함수 그래프 위의 점이 주어진 경우|2|2|1|-1
|8|1|432|일차함수 x절편, y절편 - 식|3|3||0
||||||||0
||||||||1
||||||||0
STEP3|8|1|429|일차함수 그래프 위의 점이 주어진 경우|2|2|1|-1
|8|1|432|일차함수 x절편, y절편 - 식|3|3||0
|8|1|436|일차함수와 좌표축으로 둘러싸인 도형 넓이|5|5||1
||||||||0
||||||||0
