|학년|학기|교과이론|교과이론명|SCORE||"학습완료
실패0 완료1"|"정답(-1)
실수 (1) , 공란(0)"
|||||맞음|틀림||
STEP1|7|2|202|합동인 삼각형 찾기|2|2|1|0
|7|2|205|삼각형 SAS합동 조건|3|3||1
||||||||-1
||||||||0
||||||||0
STEP2|7|2|202|합동인 삼각형 찾기|2|2|1|1
|7|2|205|삼각형 SAS합동 조건|3|3||0
|8|1|367|단항식과 다항식의 곱셈|3|3||0
||||||||-1
||||||||0
||||||||
