|학년|학기|교과이론|교과이론명|SCORE||"학습완료
실패0 완료1"|"정답(-1)
실수 (1) , 공란(0)"
|||||맞음|틀림||
STEP1|7|1|082|문자를 사용한 식 - 일|4|4|1|0
||||||||-1
||||||||0
||||||||0
||||||||1
STEP2|7|1|082|문자를 사용한 식 - 일|4|4|1|0
||||||||-1
||||||||1
||||||||0
||||||||0
STEP3|7|1|082|문자를 사용한 식 - 일|4|4|1|0
|7|1|108|계수가 분수인 일차방 풀이|5|5||1
|7|1|124|일차방 활용 - 일|8|8||-1
||||||||0
||||||||0
