|학년|학기|교과이론|교과이론명|SCORE||"학습완료
실패0 완료1"|"정답(-1)
실수 (1) , 공란(0)"
|||||맞음|틀림||
STEP1|8|1|350|순환소수를 포함한 식의 계산|5|5|1|-1
||||||||1
||||||||0
||||||||0
||||||||0
STEP2|8|1|335|순환소수의 표현|1|1|1|1
|8|1|350|순환소수를 포함한 식의 계산|5|5||0
||||||||0
||||||||-1
||||||||0
