|학년|학기|교과이론|교과이론명|SCORE||"학습완료
실패0 완료1"|"정답(-1)
실수 (1) , 공란(0)"
|||||맞음|틀림||
STEP1|8|1|352|(a^m)*(a^n)=a^(m+n)|3|3|1|0
|8|1|400|연립방의 풀이 - 가감법|3|3||-1
||||||||1
||||||||0
||||||||0
STEP2|8|1|352|(a^m)*(a^n)=a^(m+n)|3|3|1|0
|8|1|400|연립방의 풀이 - 가감법|3|3||0
||||||||-1
||||||||1
||||||||0
