|학년|학기|교과이론|교과이론명|SCORE||"학습완료
실패0 완료1"|"정답(-1)
실수 (1) , 공란(0)"
|||||맞음|틀림||
STEP1|7|1|138|정비례 관계식 구하기|0|0|1|1
||||||||-1
||||||||0
||||||||0
||||||||0
STEP2|7|1|138|정비례 관계식 구하기|0|0|1|0
|7|1|152|y=ax 활용|0|0||0
||||||||0
||||||||1
||||||||-1
