|학년|학기|교과이론|교과이론명|SCORE||"학습완료
실패0 완료1"|"정답(-1)
실수 (1) , 공란(0)"
|||||맞음|틀림||
STEP1|8|1|400|연립방의 풀이 - 가감법|3|3|1|-1
|8|1|412|분모에 문자가 있는 연립방의 풀이 |5|5||1
||||||||0
||||||||0
||||||||0
STEP2|8|1|393|미지수가 2개 일차방의 해|1|1|1|0
|8|1|394|미지수가 2개 일차방의 해 구하기|2|2||0
||||||||0
||||||||-1
||||||||1
STEP3|8|1|393|미지수가 2개 일차방의 해|1|1|1|0
|8|1|394|미지수가 2개 일차방의 해 구하기|2|2||0
|8|1|400|연립방의 풀이 - 가감법|3|3||0
|8|1|412|분모에 문자가 있는 연립방의 풀이 |5|5||-1
||||||||1
