|학년|학기|교과이론|교과이론명|SCORE||"학습완료
실패0 완료1"|"정답(-1)
실수 (1) , 공란(0)"
|||||맞음|틀림||
STEP1|7|1|069|분배법칙|2|2|1|1
|7|1|111|해가 주어질 때 상수 구하기|5|5||-1
||||||||0
||||||||0
||||||||0
STEP2|7|1|069|분배법칙|2|2|1|1
|7|1|106|괄호가 있는 일차방 풀이|5|5||0
|7|1|107|계수가 소수인 일차방 풀이|5|5||-1
||||||||0
||||||||0
STEP3|7|1|069|분배법칙|2|2|1|0
|7|1|106|괄호가 있는 일차방 풀이|5|5||0
|7|1|107|계수가 소수인 일차방 풀이|5|5||1
|7|1|111|해가 주어질 때 상수 구하기|5|5||-1
||||||||0
