|학년|학기|교과이론|교과이론명|SCORE||"학습완료
실패0 완료1"|"정답(-1)
실수 (1) , 공란(0)"
|||||맞음|틀림||
STEP1|9|1|759|y=a(x-p)^2+q 꼴로 변형|5|5|1|-1
|9|1|760|y=ax^2+bx+c 꼭짓점, 축 방정식|6|6||1
||||||||0
||||||||0
||||||||0
STEP2|9|1|760|y=ax^2+bx+c 꼭짓점, 축 방정식|6|6|1|1
|9|1|763|y=ax^2+bx+c 그래프 평행이동|6|6||-1
||||||||0
||||||||0
||||||||0
STEP3|9|1|759|y=a(x-p)^2+q 꼴로 변형|5|5|1|0
|9|1|760|y=ax^2+bx+c 꼭짓점, 축 방정식|6|6||0
|9|1|763|y=ax^2+bx+c 그래프 평행이동|6|6||0
||||||||1
||||||||-1
