|학년|학기|교과이론|교과이론명|SCORE||"학습완료
실패0 완료1"|"정답(-1)
실수 (1) , 공란(0)"
|||||맞음|틀림||
STEP1|7|1|029|최소공배수 활용 - 정사각형, 정육면체 만들기|9|9|1|0
|8|1|365|단항식과 단항식의 곱셈|3|3||0
|8|1|366|단항식과 단항식의 나눗셈|3|3||-1
|8|1|371|도형에서 식의 계산|6|6||0
||||||||1
STEP2|7|1|029|최소공배수 활용 - 정사각형, 정육면체 만들기|9|9|1|0
|8|1|365|단항식과 단항식의 곱셈|3|3||0
|8|1|366|단항식과 단항식의 나눗셈|3|3||-1
|8|1|371|도형에서 식의 계산|6|6||0
||||||||1
