|학년|학기|교과이론|교과이론명|SCORE||"학습완료
실패0 완료1"|"정답(-1)
실수 (1) , 공란(0)"
|||||맞음|틀림||
STEP1|8|1|346|순환소수를 분수로 나타내기|3|3|1|0
|8|1|349|순환소수를 포함한 부등식|5|5||0
||||||||-1
||||||||1
||||||||0
STEP2|8|1|346|순환소수를 분수로 나타내기|3|3|1|0
|8|1|349|순환소수를 포함한 부등식|5|5||0
||||||||1
||||||||-1
||||||||0
||||||||
