|학년|학기|교과이론|교과이론명|SCORE||"학습완료
실패0 완료1"|"정답(-1)
실수 (1) , 공란(0)"
|||||맞음|틀림||
STEP1|7|1|146|반비례 관계식 구하기|2|2|1|0
|7|1|149|y=a/x 그래프 위의 점|3|3||0
||||||||1
||||||||0
||||||||-1
STEP2|7|1|146|반비례 관계식 구하기|2|2|1|0
|7|1|149|y=a/x 그래프 위의 점|3|3||1
|7|1|153|y=a/x 활용|6|6||-1
||||||||0
||||||||0
