|학년|학기|교과이론|교과이론명|SCORE||"학습완료
실패0 완료1"|"정답(-1)
실수 (1) , 공란(0)"
|||||맞음|틀림||
STEP1|7|1|080|문자를 사용한 식 - 속력, 농도|4|4|1|0
||||||||-1
||||||||0
||||||||1
||||||||0
STEP2|7|1|080|문자를 사용한 식 - 속력, 농도|4|4|1|1
|7|1|126|일차방 활용 - 농도|10|10||0
|8|1|380|계수가 분수 또는 소수인 경우|4|4||0
|8|1|389|일차부등식 활용 - 농도|10|10||-1
||||||||0
