|학년|학기|교과이론|교과이론명|SCORE||"학습완료
실패0 완료1"|"정답(-1)
실수 (1) , 공란(0)"
|||||맞음|틀림||
STEP1|9|1|699|곱셈공식을 이용한 수의 계산|7|7|1|0
||||||||0
||||||||0
||||||||-1
||||||||1
STEP2|9|1|706|acx^2+(ad+bc)x+bd|4|4|1|-1
|9|1|717|인수분해를 이용한 이차방정식의 풀이|5|5||1
|9|1|718|한 근이 주어졌을 때 다른 한 근 구하기|7|7||0
||||||||0
||||||||0
STEP3|9|1|682|분모의 유리화|3|3|1|0
|9|1|699|곱셈공식을 이용한 수의 계산|7|7||-1
|9|1|706|acx^2+(ad+bc)x+bd|4|4||0
|9|1|717|인수분해를 이용한 이차방정식의 풀이|5|5||1
|9|1|718|한 근이 주어졌을 때 다른 한 근 구하기|7|7||0
