|학년|학기|교과이론|교과이론명|SCORE||"학습완료
실패0 완료1"|"정답(-1)
실수 (1) , 공란(0)"
|||||맞음|틀림||
STEP1|7|1|139|y=ax 그래프|2|2|1|-1
||||||||0
||||||||0
||||||||1
||||||||0
STEP2|7|1|139|y=ax 그래프|2|2|1|0
|7|1|147|y=a/x 그래프|2|2||-1
||||||||0
||||||||0
||||||||1
STEP3|7|1|139|y=ax 그래프|2|2|1|1
|7|1|147|y=a/x 그래프|2|2||0
||||||||0
||||||||0
||||||||-1
